case_id,environment,scenario,wind_model,source_mode,source_description,resolution,number_of_source_cells,radionuclide,emission_factor,emission_rate_bq_s,emission_classification,grid_shape,dx_m,dy_m,dz_m,dt_s,total_time_s,max_concentration_bq_m3,final_max_concentration_bq_m3,total_activity_bq,final_total_activity_bq,centroid_x_m,centroid_y_m,centroid_z_m,final_centroid_x_m,final_centroid_y_m,final_centroid_z_m,runtime_s,n_steps,hrtm_profile,max_dose_field,final_max_dose_field,field_file,status,error
I131_Q1_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,271.58795428882837,271.58795428882837,0.0,7277.706882755781,nan,nan,nan,14.99899027269164,14.997974005666219,9.24003922351653,62.05973937499948,12000,,nan,nan,,OK,
I131_Q1_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,19.274317420187224,19.274317420187224,0.0,938.3876607717951,nan,nan,nan,15.000000000000007,16.995664602238307,10.982305614407,63.857989824999095,12000,,nan,nan,,OK,
I131_Q1_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,65.49522295494603,65.49522295494603,0.0,3754.4099498308974,nan,nan,nan,22.222626372940454,15.000000000000002,7.500000002343149,21.12544639800035,12000,,nan,nan,,OK,
I131_Q1_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,59.78682364165746,59.78682364165746,0.0,3420.15646903604,nan,nan,nan,22.224904995982385,14.999999999999998,7.488593475778581,20.98585918200115,12000,,nan,nan,,OK,
I131_Q1_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,79.96733525859791,79.93818582082473,0.0,3850.780009038549,nan,nan,nan,22.038210144645433,15.0,7.50000000279793,21.283217885997146,12000,,nan,nan,,OK,
I131_Q1_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,464.4769235584183,464.4769235584183,0.0,7497.750338360798,nan,nan,nan,15.00000000000073,15.000000000000588,7.5000002706969555,20.730880890001572,12000,,nan,nan,,OK,
I131_Q1.5_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1831.7050920166048,1831.7050920166048,0.0,11246.625140181168,nan,nan,nan,15.000000000000004,15.0,7.500000111973377,61.87277071000062,12000,,nan,nan,,OK,
I131_Q1.5_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1412.4442763070515,1412.4442763070515,0.0,11207.07733371408,nan,nan,nan,14.99944520836319,15.008469985207496,8.226169090670833,61.53448489699804,12000,,nan,nan,,OK,
I131_Q1.5_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1018.3511757551212,1018.3511757551212,0.0,10948.471311082261,nan,nan,nan,14.997467284655853,15.021619796938651,9.251538922284634,62.03765084200131,12000,,nan,nan,,OK,
I131_Q1.5_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,98.75773508974726,98.75773508974726,0.0,1407.5811528742443,nan,nan,nan,15.000000000000007,16.990110406158752,10.993404753443114,63.21260130399969,12000,,nan,nan,,OK,
I131_Q1.5_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,551.8382912119785,551.8382912119785,0.0,5631.610367931359,nan,nan,nan,22.20930722136882,14.999999999999998,7.5000000007700764,20.675647068001126,12000,,nan,nan,,OK,
I131_Q1.5_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,519.8984226389164,519.8984226389164,0.0,5128.599605365252,nan,nan,nan,22.211577601818227,14.999999999999998,7.492814223121179,20.605434036999213,12000,,nan,nan,,OK,
I131_Q1.5_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,612.3578517027236,593.258089434453,0.0,5775.700832751528,nan,nan,nan,22.024543190360994,14.999999999999998,7.500000000927976,21.159215231000417,12000,,nan,nan,,OK,
I131_Q1.5_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1797.2744381255445,1797.2744381255445,0.0,11246.625139874948,nan,nan,nan,15.000000000002931,15.000000000002357,7.5000001118364015,20.666241386003094,12000,,nan,nan,,OK,
I131_Q1.5_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,621.5823802031922,621.5823802031922,0.0,11246.62514018178,nan,nan,nan,15.0,15.0,7.500000111973377,62.09576070299954,12000,,nan,nan,,OK,
I131_Q1.5_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,425.9690075276551,425.9690075276551,0.0,11235.357429587935,nan,nan,nan,14.999456254049687,14.998010205838042,8.227429967084731,61.73418352199951,12000,,nan,nan,,OK,
I131_Q1.5_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,238.4499759441605,238.4499759441605,0.0,11033.634343037116,nan,nan,nan,14.997480522395174,14.995433537557284,9.255856503957089,61.843582550001884,12000,,nan,nan,,OK,
I131_Q1.5_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,15.272431780643215,15.272431780643215,0.0,1407.5810978867114,nan,nan,nan,15.00000000000001,16.990109899676273,10.99340463842438,63.45218911900156,12000,,nan,nan,,OK,
I131_Q1.5_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,163.48008893692298,163.48008893692298,0.0,5631.609663052726,nan,nan,nan,22.20597792806701,15.000000000000002,7.500000000781578,20.778388124999765,12000,,nan,nan,,OK,
I131_Q1.5_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,151.94270823199196,151.94270823199196,0.0,5128.600490344475,nan,nan,nan,22.208248316629685,15.000000000000004,7.492811104312272,20.785758386999078,12000,,nan,nan,,OK,
I131_Q1.5_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,182.94148771610284,182.56715770404247,0.0,5775.485004082222,nan,nan,nan,22.020991163163213,14.999999999999998,7.500000000941494,21.215240149998863,12000,,nan,nan,,OK,
I131_Q1.5_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,609.2244529169218,609.2244529169218,0.0,11246.62513988198,nan,nan,nan,15.000000000005336,15.000000000004468,7.500000111836398,20.805409199001588,12000,,nan,nan,,OK,
I131_Q1.5_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,725.6094169454275,725.6094169454275,0.0,11246.625508274365,nan,nan,nan,14.999999999999998,14.999999999999998,7.500000271010814,62.21594033200017,12000,,nan,nan,,OK,
I131_Q1.5_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,594.969016840427,594.969016840427,0.0,11199.86070238768,nan,nan,nan,15.000055929319055,14.99877456628468,8.224010998275757,62.11098876699907,12000,,nan,nan,,OK,
I131_Q1.5_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,407.3819314333089,407.3819314333089,0.0,10916.560324134385,nan,nan,nan,14.998990272691643,14.997974005666222,9.240039223516503,62.01335160099916,12000,,nan,nan,,OK,
I131_Q1.5_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,28.911476130281052,28.911476130281052,0.0,1407.581491157703,nan,nan,nan,15.000000000000012,16.99566460223831,10.982305614407007,63.736352494997845,12000,,nan,nan,,OK,
I131_Q1.5_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,98.24283443241582,98.24283443241582,0.0,5631.614924746028,nan,nan,nan,22.222626372940454,15.0,7.500000002343146,20.7800441770014,12000,,nan,nan,,OK,
I131_Q1.5_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,89.68023546248108,89.68023546248108,0.0,5130.234703553836,nan,nan,nan,22.224904995982385,15.0,7.488593475778576,20.684116312000697,12000,,nan,nan,,OK,
I131_Q1.5_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,119.95100288789351,119.90727873123359,0.0,5776.170013557628,nan,nan,nan,22.038210144645422,14.999999999999998,7.500000002797928,21.31783288999941,12000,,nan,nan,,OK,
I131_Q1.5_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.5,150.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,696.7153853377862,696.7153853377862,0.0,11246.625507543162,nan,nan,nan,15.000000000000735,15.000000000000592,7.500000270696957,20.94911744899946,12000,,nan,nan,,OK,
I131_Q2_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2442.2734560221415,2442.2734560221415,0.0,14995.500186908244,nan,nan,nan,14.999999999999996,14.999999999999995,7.500000111973375,61.988318788997276,12000,,nan,nan,,OK,
I131_Q2_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1883.2590350760613,1883.2590350760613,0.0,14942.76977828543,nan,nan,nan,14.999445208363188,15.00846998520749,8.226169090670835,61.56043646299804,12000,,nan,nan,,OK,
I131_Q2_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1357.8015676734944,1357.8015676734944,0.0,14597.961748109687,nan,nan,nan,14.997467284655848,15.021619796938648,9.251538922284633,62.02218456300034,12000,,nan,nan,,OK,
I131_Q2_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,131.67698011966286,131.67698011966286,0.0,1876.7748704989938,nan,nan,nan,15.000000000000004,16.99011040615875,10.993404753443114,63.23708006000015,12000,,nan,nan,,OK,
I131_Q2_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,735.7843882826234,735.7843882826234,0.0,7508.813823908294,nan,nan,nan,22.20930722136884,15.0,7.500000000770078,20.627208293997683,12000,,nan,nan,,OK,
I131_Q2_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,693.1978968519113,693.1978968519113,0.0,6838.1328071538255,nan,nan,nan,22.211577601818252,15.000000000000002,7.492814223121179,20.48809561499729,12000,,nan,nan,,OK,
I131_Q2_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,816.4771356036306,791.0107859126053,0.0,7700.934443668702,nan,nan,nan,22.024543190360987,14.999999999999998,7.500000000927976,20.995260296000197,12000,,nan,nan,,OK,
I131_Q2_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2396.3659175007265,2396.3659175007265,0.0,14995.500186499949,nan,nan,nan,15.000000000002931,15.000000000002354,7.500000111836399,20.551202547001594,12000,,nan,nan,,OK,
I131_Q2_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,828.7765069375107,828.7765069375107,0.0,14995.500186907151,nan,nan,nan,15.0,15.0,7.5000001119733755,61.916044900997804,12000,,nan,nan,,OK,
I131_Q2_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,567.9586767034169,567.9586767034169,0.0,14980.476572783355,nan,nan,nan,14.999456254049687,14.99801020583804,8.227429967084765,61.35888128199804,12000,,nan,nan,,OK,
I131_Q2_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,317.9333012589093,317.9333012589093,0.0,14711.51245738408,nan,nan,nan,14.997480522395179,14.995433537557286,9.25585650395708,61.82774207300099,12000,,nan,nan,,OK,
I131_Q2_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,20.363242374190747,20.363242374190747,0.0,1876.7747971822616,nan,nan,nan,15.000000000000014,16.990109899676277,10.993404638424384,62.94805272299709,12000,,nan,nan,,OK,
I131_Q2_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,217.97345191592004,217.97345191592004,0.0,7508.812884070727,nan,nan,nan,22.205977928067014,14.999999999999998,7.500000000781578,20.58987789099774,12000,,nan,nan,,OK,
I131_Q2_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,202.59027764265602,202.59027764265602,0.0,6838.133987126352,nan,nan,nan,22.20824831662972,14.999999999999998,7.4928111043122705,20.711901090999163,12000,,nan,nan,,OK,
I131_Q2_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,243.92198362148548,243.4228769387383,0.0,7700.6466721100305,nan,nan,nan,22.020991163163234,15.000000000000002,7.500000000941496,21.163290970998787,12000,,nan,nan,,OK,
I131_Q2_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,812.2992705558111,812.2992705558111,0.0,14995.500186507583,nan,nan,nan,15.000000000005342,15.00000000000447,7.500000111836399,20.717607135000435,12000,,nan,nan,,OK,
I131_Q2_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,967.4792225936799,967.4792225936799,0.0,14995.500677696375,nan,nan,nan,15.000000000000004,15.000000000000004,7.500000271010818,61.885942503999104,12000,,nan,nan,,OK,
I131_Q2_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,793.2920224537309,793.2920224537309,0.0,14933.147603181322,nan,nan,nan,15.000055929319053,14.998774566284679,8.224010998275787,61.60036630999821,12000,,nan,nan,,OK,
I131_Q2_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,543.1759085776567,543.1759085776567,0.0,14555.413765511563,nan,nan,nan,14.99899027269164,14.997974005666219,9.24003922351653,61.86249727700124,12000,,nan,nan,,OK,
I131_Q2_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,38.54863484037445,38.54863484037445,0.0,1876.7753215435903,nan,nan,nan,15.000000000000007,16.995664602238307,10.982305614407,63.45731785499811,12000,,nan,nan,,OK,
I131_Q2_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,130.99044590989206,130.99044590989206,0.0,7508.819899661795,nan,nan,nan,22.222626372940454,15.000000000000002,7.500000002343149,20.597071563002828,12000,,nan,nan,,OK,
I131_Q2_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,119.57364728331493,119.57364728331493,0.0,6840.31293807208,nan,nan,nan,22.224904995982385,14.999999999999998,7.488593475778581,20.714039984999545,12000,,nan,nan,,OK,
I131_Q2_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,159.93467051719583,159.87637164164946,0.0,7701.560018077098,nan,nan,nan,22.038210144645433,15.0,7.50000000279793,21.245678213002975,12000,,nan,nan,,OK,
I131_Q2_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,I-131,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,928.9538471168366,928.9538471168366,0.0,14995.500676721596,nan,nan,nan,15.00000000000073,15.000000000000588,7.5000002706969555,20.80906558499919,12000,,nan,nan,,OK,
I131_Q5_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,6105.683640055339,6105.683640055339,0.0,37488.75046727054,nan,nan,nan,15.000000000000002,15.000000000000002,7.500000111973379,62.13367161000133,12000,,nan,nan,,OK,
I131_Q5_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,4708.14758769016,4708.14758769016,0.0,37356.92444571362,nan,nan,nan,14.999445208363191,15.008469985207492,8.226169090670835,61.43092196499856,12000,,nan,nan,,OK,
I131_Q5_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,3394.503919183732,3394.503919183732,0.0,36494.90437027419,nan,nan,nan,14.997467284655848,15.02161979693865,9.251538922284633,61.578082861997245,12000,,nan,nan,,OK,
I131_Q5_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,329.1924502991565,329.1924502991565,0.0,4691.937176247477,nan,nan,nan,15.000000000000005,16.990110406158752,10.993404753443112,63.17526065199854,12000,,nan,nan,,OK,
I131_Q5_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1839.4609707065647,1839.4609707065647,0.0,18772.034559770877,nan,nan,nan,22.209307221368835,15.000000000000002,7.500000000770079,20.466548772998067,12000,,nan,nan,,OK,
I131_Q5_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1732.9947421297977,1732.9947421297977,0.0,17095.332017884724,nan,nan,nan,22.211577601818234,14.999999999999998,7.49281422312118,20.747355752002477,12000,,nan,nan,,OK,
I131_Q5_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2041.192839009081,1977.5269647815112,0.0,19252.33610917176,nan,nan,nan,22.024543190360994,15.000000000000002,7.500000000927977,21.296448861998215,12000,,nan,nan,,OK,
I131_Q5_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,5990.914793751812,5990.914793751812,0.0,37488.75046624987,nan,nan,nan,15.000000000002927,15.000000000002357,7.500000111836398,20.649872011999832,12000,,nan,nan,,OK,
I131_Q5_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2071.9412673444795,2071.9412673444795,0.0,37488.75046727565,nan,nan,nan,15.0,14.999999999999998,7.5000001119733755,62.013497612999345,12000,,nan,nan,,OK,
I131_Q5_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1419.896691758921,1419.896691758921,0.0,37451.191431959836,nan,nan,nan,14.999456254049685,14.998010205838037,8.227429967084731,61.522392216997105,12000,,nan,nan,,OK,
I131_Q5_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,794.8332531472311,794.8332531472311,0.0,36778.78114345835,nan,nan,nan,14.997480522395174,14.995433537557282,9.255856503957082,61.979814059999626,12000,,nan,nan,,OK,
I131_Q5_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,50.908105935476456,50.908105935476456,0.0,4691.936992955647,nan,nan,nan,15.00000000000001,16.990109899676277,10.993404638424382,63.25267539000197,12000,,nan,nan,,OK,
I131_Q5_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,544.9336297897639,544.9336297897639,0.0,18772.032210176145,nan,nan,nan,22.205977928067,15.000000000000002,7.500000000781578,20.528232788001333,12000,,nan,nan,,OK,
